,taxon_oid,Domain,Status,Study Name,Genome Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,High Quality,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Habitat,Isolation,Type Strain,Uncultured Type,Genome Size   * assembled,Gene Count   * assembled,pfam00072,pfam00183,pfam00204,pfam00512,pfam02518,pfam07536,pfam07568,pfam07730,pfam13581,pfam13589,pfam13941,pfam14501,hamp_hk,ratio,hybrid,percent_hybrid
485,646311962,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thermobaculum terrenum YNP1, ATCC BAA-798",DOE Joint Genome Institute (JGI),646311962,Chloroflexi,Thermobacula,Thermobaculales,Thermobaculaceae,Thermobaculum,terrenum,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,"Soil in Yellowstone National Park, Wyoming, USA",Yes,,3101581,2933,34,0,1,18,26,0,0,5,0,2,0,0,27,1.259259259,8,29.62962963
325,646564581,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thermobispora bispora R51, DSM 43833",DOE Joint Genome Institute (JGI),646564581,Actinobacteria,Actinobacteria,unclassified,unclassified,Thermobispora,Thermobispora bispora,Yes,Engineered,Solid waste,Unclassified,Solid animal waste,Animal manure,Decaying manure,Yes,,4189976,3661,26,0,2,14,31,0,1,9,12,0,0,0,42,0.619047619,5,11.9047619
966,646564582,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thermocrinis albus HI 11/12, DSM 14484",DOE Joint Genome Institute (JGI),646564582,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis albus,Yes,Environmental,Aquatic,Unclassified,Freshwater,"Aquatic, Fresh water","Grayish filaments collected from a hot streamlet in Hveragerthi, Iceland",Yes,,1500577,1651,8,0,1,4,6,0,0,0,0,1,0,0,6,1.333333333,52,
310,2512875013,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Thermocrinis ruber DSM 23557,DOE Joint Genome Institute (JGI),2512875013,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis ruber,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Hot spring","pink filamentous streamers occurring in the upper outflow channel of Octopus Spring in Yellowstone National Park, Wyoming",Yes,,1521037,1671,6,0,1,2,5,0,0,0,0,1,0,0,5,1.2,31,
1115,2513237122,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermocrispum agreste DSM 44070,DOE Joint Genome Institute (JGI),2513237122,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Thermocrispum,Thermocrispum agreste,Yes,Engineered,Solid waste,Unclassified,Composting,Compost,"Mushroom compost, Beerfelden, Germany",Yes,,4196086,3841,41,0,2,11,27,0,1,16,3,0,0,0,29,1.413793103,85,
1116,2513237119,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermocrispum municipale DSM 44069,DOE Joint Genome Institute (JGI),2513237119,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Thermocrispum,Thermocrispum municipale,Yes,Engineered,Solid waste,Unclassified,Composting,Compost,Municipal waste compost,Yes,,4526423,4256,41,0,2,12,27,0,1,17,3,0,0,0,29,1.413793103,2,6.896551724
820,2523533580,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermodesulfatator atlanticus DSM 21156,DOE Joint Genome Institute (JGI),2523533580,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,Thermodesulfatator atlanticus,Yes,Environmental,Aquatic,Hydrothermal vents,Marine,"Aquatic, Deep sea, Marine","Rainbow hydrothermal vent, black smoker chimney sample",Yes,,2302285,2297,35,0,1,23,28,0,0,0,0,1,0,0,28,1.25,0,0
821,2505119042,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thermodesulfatator indicus CIR29812, DSM 15286",DOE Joint Genome Institute (JGI),2505119042,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,Thermodesulfatator indicus,Yes,Environmental,Aquatic,Hydrothermal vents,Marine,"Aquatic, Deep sea, Marine",Deep-sea hydrothermal vent site at the Kairei vent field on the Central Indian Ridge Indian Ocean,Yes,,2322224,2291,36,0,1,20,30,0,0,0,0,1,0,0,30,1.2,0,0
311,2524023142,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermodesulfobacterium hveragerdense DSM 12571,DOE Joint Genome Institute (JGI),2524023142,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium hveragerdense,Yes,Environmental,Aquatic,,Thermal springs,"Aquatic, Hot spring",microbial mat from hot spring,Yes,,1729593,1804,23,0,1,8,12,0,0,0,0,1,0,0,12,1.916666667,0,0
605,2523533618,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermodesulfobacterium thermophilum DSM 1276,DOE Joint Genome Institute (JGI),2523533618,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium thermophilum,Yes,Environmental,Terrestrial,Unclassified,Oil reservoir,"Aquatic, Oil fields",stratal water of a petroleum deposit,Yes,,1787382,1834,19,0,1,8,11,0,0,0,0,1,0,0,11,1.727272727,0,0
312,2504756006,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thermodesulfobium narugense Na82, DSM 14796",DOE Joint Genome Institute (JGI),2504756006,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,Thermodesulfobium narugense,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Hot spring",Narugo hot spring; Japan,Yes,,1898865,1910,9,0,1,2,7,0,1,2,0,0,0,0,7,1.285714286,35,
313,2529292556,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermodesulfovibrio islandicus DSM 12570,DOE Joint Genome Institute (JGI),2529292556,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Thermodesulfovibrio,Thermodesulfovibrio islandicus,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Hot spring",microbial mat from hot spring,Yes,,2048874,2141,42,0,1,20,32,0,0,1,0,1,0,0,32,1.3125,2,6.25
52,2523533630,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermodesulfovibrio thiophilus DSM 17215,DOE Joint Genome Institute (JGI),2523533630,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Thermodesulfovibrio,Thermodesulfovibrio thiophilus,Yes,Engineered,Wastewater,Unclassified,Unclassified,Sludge,thermophilic sewage sludge decomposing organic solid wastes,Yes,,1871474,1973,32,0,1,14,24,0,0,1,0,1,0,0,24,1.333333333,1,4.166666667
112,2523533544,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermomonas fusca DSM 15424,DOE Joint Genome Institute (JGI),2523533544,Proteobacteria,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Thermomonas,Thermomonas fusca,Yes,Environmental,Unclassified,Unclassified,Unclassified,Bioreactor,biofilm on PCL pellets used as solid carbon source in a denitrification reactor,Yes,,3151451,2978,47,0,2,20,28,0,0,2,0,1,0,0,27,1.740740741,0,0
1117,646311963,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Thermomonospora curvata DSM 43183,DOE Joint Genome Institute (JGI),646311963,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Thermomonospora,Thermomonospora curvata,Yes,Engineered,Solid waste,Unclassified,Composting,Compost,Municipal refuse compost samples,Yes,,5639016,5061,38,1,2,16,32,0,1,19,30,2,0,0,62,0.612903226,1,1.612903226
314,2523533595,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),Thermonema rossianum DSM 10300,DOE Joint Genome Institute (JGI),2523533595,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Thermonema,rossianum,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Hot spring, Saline water",saline hot springs,Yes,,2956866,2654,18,1,2,16,28,0,0,0,2,2,0,0,29,0.620689655,1,3.448275862
822,648028061,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thermosediminibacter oceani JW/IW-1228P, DSM 16646",DOE Joint Genome Institute (JGI),648028061,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermosediminibacter,Thermosediminibacter oceani,Yes,Environmental,Aquatic,Oceanic,Marine,"Aquatic, Deep sea, Marine, Sediment",Deep sea sediments (252 m below sea level) of Peru Margin collected during Leg 201 of the Ocean Drilling Program,Yes,,2280035,2348,16,0,1,7,14,0,0,1,2,1,1,0,15,1.066666667,1,6.666666667
315,637000320,Bacteria,Finished,Thermosynechococcus elongatus BP-1,Thermosynechococcus elongatus BP-1,Kazusa DNA Research Institute,637000320,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Thermosynechococcus,Thermosynechococcus elongatus,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Fresh water, Hot spring",Beppu hot spring in Japan,Unknown,,2593857,2555,29,1,1,14,20,0,0,0,2,2,0,0,22,1.318181818,67,
1269,2597489959,Bacteria,Finished,Thermosynechococcus elongatus NK55 Genome sequencing,Thermosynechococcus sp. NK55a,Pacific Northwest National Laboratory,2597489959,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Thermosynechococcus,Thermosynechococcus sp. NK55a,Yes,,,,,,,Unknown,,2520064,2497,35,1,1,16,22,0,0,0,2,2,0,0,24,1.458333333,19,79.16666667
606,2505119043,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thermovirga lienii Cas60314, DSM 17291",DOE Joint Genome Institute (JGI),2505119043,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga,Thermovirga lienii,Yes,Environmental,Terrestrial,Unclassified,Oil reservoir,"Aquatic, Oil fields","Production water from an oil well, Norway",Yes,,1999646,1973,14,0,1,5,12,0,0,2,1,1,0,0,13,1.076923077,9,69.23076923
316,2522572193,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermus antranikianii DSM 12462,DOE Joint Genome Institute (JGI),2522572193,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus antranikianii,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Hot spring",Hot spring Hruni Iceland,Yes,,2165150,2321,16,0,1,9,14,0,0,2,0,1,0,0,14,1.142857143,47,
317,2515154172,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermus igniterrae ATCC 700962,DOE Joint Genome Institute (JGI),2515154172,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus igniterrae,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Hot spring",hot spring,Yes,,2227675,2379,15,0,1,10,13,0,0,2,0,1,0,0,13,1.153846154,17,
318,2524614852,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermus islandicus DSM 21543,DOE Joint Genome Institute (JGI),2524614852,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus islandicus,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Hot spring",hot spring,Yes,,2263010,2470,16,0,1,11,12,0,0,1,0,1,0,0,12,1.333333333,28,
319,2515154080,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermus oshimai DSM 12092,DOE Joint Genome Institute (JGI),2515154080,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus oshimai,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Hot spring",Hot spring,Yes,,2260954,2409,17,0,1,9,15,0,0,3,0,1,0,0,15,1.133333333,2,13.33333333
967,2518645614,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thermus scotoductus DSM 8553,DOE Joint Genome Institute (JGI),2518645614,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus scotoductus,Yes,Environmental,Aquatic,Drinking water,Freshwater,Aquatic,hot tap water,Yes,,2072537,2305,11,0,1,7,11,0,0,1,0,0,0,0,10,1.1,50,
53,2515154078,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thiobacillus denitrificans DSM 12475,DOE Joint Genome Institute (JGI),2515154078,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans,Yes,Engineered,Wastewater,Unclassified,Unclassified,"Aquatic, Fresh water, Marine, Mud, Sediment, Sewage, Wastewater",sewage,Yes,,3609948,3651,50,1,2,20,33,0,0,5,0,2,0,0,32,1.5625,27,84.375
54,2515154076,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thiobacillus thioparus DSM 505,DOE Joint Genome Institute (JGI),2515154076,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus thioparus,Yes,Engineered,Wastewater,Unclassified,Unclassified,"Aquatic, Wastewater",,Yes,,3201518,3197,53,1,1,22,35,0,0,4,0,2,0,0,35,1.514285714,29,82.85714286
55,2515154021,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thiothrix disciformis DSM 14473,DOE Joint Genome Institute (JGI),2515154021,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix disciformis,Yes,Engineered,Wastewater,Unclassified,Unclassified,"Sludge, Wastewater treatment plant","Bulking activated sludge of soy sauce factory wastewater treatment plant, Japan",Yes,,3923954,3869,39,1,2,23,30,0,0,1,0,2,0,0,29,1.344827586,92,
56,2515154111,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thiothrix flexilis DSM 14609,DOE Joint Genome Institute (JGI),2515154111,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix flexilis,Yes,Engineered,Wastewater,Unclassified,Unclassified,"Sludge, Wastewater treatment plant","Bulking activated sludge of pickle manufacturing wastewater treatment plant of pickle manufacturing, Japan",Yes,,3787626,3590,27,1,3,14,24,0,0,2,0,1,0,0,21,1.285714286,23,
968,2556921650,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Thiothrix lacustris DSM 21227,DOE Joint Genome Institute (JGI),2556921650,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix lacustris,Yes,Environmental,Aquatic,Lentic,Freshwater,"Aquatic, Lake",shallow site of a low-temperature carstic lake,Yes,,3718676,3643,50,1,2,31,40,0,0,2,2,2,0,0,41,1.219512195,10,24.3902439
969,2506520049,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thiothrix nivea JP2, DSM 5205",DOE Joint Genome Institute (JGI),2506520049,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Yes,Environmental,Aquatic,Groundwater,Freshwater,"Aquatic, Fresh water",sulfide-containing well water,Yes,,4691711,4594,73,1,2,39,54,0,0,8,1,2,0,0,54,1.351851852,27,50
1270,2617271247,Bacteria,Permanent Draft,Tolypothrix bouteillei Iicb1 Genome sequencing,Tolypothrix bouteillei Iicb1,Indian Institute of Chemical Biology,2617271247,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix bouteillei,Yes,,,,,,,Unknown,,11572263,9623,263,1,1,206,252,0,6,14,5,3,0,0,264,0.996212121,4,1.515151515
1271,2636415724,Bacteria,Permanent Draft,Tolypothrix campylonemoides VB511288 Genome sequencing,Tolypothrix campylonemoides VB511288,Indian Institute of Chemical Biology,2636415724,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix campylonemoides,Yes,,,,,,,,,10627177,9416,140,1,1,87,105,0,2,8,4,1,0,0,110,1.272727273,6,5.454545455
970,2648501203,Bacteria,Permanent Draft,Top 200 scaffolds from de novo assembly of Aspergillus oryzae RIB326 genome using short reads,Tolypothrix sp. PCC 7601,The Genome Institute at Washington University,2648501203,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix sp. PCC 7601,Yes,Environmental,Aquatic,Unclassified,Freshwater,"Aquatic, Fresh water",fresh water,Unknown,,9956645,8232,198,1,1,181,212,0,5,6,6,3,0,0,224,0.883928571,4,1.785714286
971,2501533201,Bacteria,Permanent Draft,Fremyella diplosiphon UTEX 481,Tolypothrix sp. PCC 7601,Baylor College of Medicine,2501533201,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix sp. PCC 7601,Yes,Environmental,Aquatic,Unclassified,Freshwater,"Aquatic, Fresh water",fresh water,Unknown,,9914099,8664,198,1,1,181,211,0,5,6,6,3,0,0,223,0.887892377,2,0.896860987
509,650716100,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Treponema brennaborense DD5/3, DSM 12168",DOE Joint Genome Institute (JGI),650716100,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema brennaborense,Yes,Host-associated,Animal,Unclassified,Skin,"Bovine, Host",Ulcerative lesion of a bovine foot infected with digital dermatitis,Yes,,3055580,2648,29,1,2,7,22,0,0,2,3,2,0,0,24,1.208333333,13,54.16666667
320,2505679006,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Treponema caldarium DSM 7334,DOE Joint Genome Institute (JGI),2505679006,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema caldarium,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Host, Hot spring, Human oral cavity",human periodontal pocket,Yes,,3239340,2928,51,1,2,17,46,0,11,6,5,2,1,0,60,0.85,4,6.666666667
1001,2509276055,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Treponema saccharophilum PB, DSM 2985",DOE Joint Genome Institute (JGI),2509276055,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema saccharophilum,Yes,Host-associated,Mammals,Foregut,Digestive system,"Bovine, Host",Bovine rumen,Yes,,3449536,2923,20,1,2,9,16,0,0,1,1,3,0,0,17,1.176470588,37,
1091,2504557012,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Treponema succinifaciens 6091, DSM 2489",DOE Joint Genome Institute (JGI),2504557012,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema succinifaciens,Yes,Host-associated,Animal,Unclassified,Digestive system,"Host, Pig",colon of swine,Yes,,2897425,2786,21,1,2,6,15,0,0,4,1,3,0,0,16,1.3125,40,
57,646564504,Bacteria,Finished,Trichormus variabilis ATCC 29413,Trichormus variabilis ATCC 29413,DOE Joint Genome Institute (JGI),646564504,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Trichormus,Trichormus variabilis,Yes,Engineered,Wastewater,Unclassified,Unclassified,"Aquatic, Fresh water, Ponds, Soil",Freshwater; sewage oxidation pond,Unknown,,7105752,5772,129,1,1,110,124,0,3,2,4,3,0,0,132,0.977272727,4,3.03030303
321,646564586,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Truepera radiovictrix RQ-24, DSM 17093",DOE Joint Genome Institute (JGI),646564586,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,Truepera radiovictrix,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Fresh water, Hot spring","Water sample from a hot spring runoffs on the Island of Sao Miguel in the Azores, Portugal",Yes,,3260398,3046,15,0,1,7,14,0,0,6,0,1,0,0,14,1.071428571,37,
172,646564587,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Tsukamurella paurometabola 33, DSM 20162",DOE Joint Genome Institute (JGI),646564587,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella paurometabola,Yes,Host-associated,Insecta,Unclassified,Unclassified,"Host, Insect",ovaries of Cimex lectularius L (bedbug),Yes,,4479724,4391,30,1,1,10,19,0,1,12,0,2,0,0,20,1.5,2,10
1118,2524614856,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Tuberibacillus calidus DSM 17572,DOE Joint Genome Institute (JGI),2524614856,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Tuberibacillus,Tuberibacillus calidus,Yes,Engineered,Solid waste,Unclassified,Composting,Compost,compost pile,Yes,,3244367,3306,20,1,2,10,19,0,0,3,1,2,0,0,19,1.052631579,31,
