,Genome Name,HPK,RR,Hybrid,% Hybrid,RR:HPK Ratio,Genome Size   * assembled,Gene Count   * assembled,taxon_oid,Domain,Status,Study Name,Sequencing Center,Phylum,Class,Order,Family,Genus,Species,Ecosystem*,Ecosystem Category*,Ecosystem Subtype*,Ecosystem Type*,Ecotype*,Habitat*
1130,"Thermovirga lienii Cas60314, DSM 17291",13.0,14.0,,,1.076923077,1999646,1973,2505119043,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga,Thermovirga lienii,Environmental,Terrestrial,Unclassified,Oil reservoir,,"Aquatic, Oil fields"
1131,Thermus antranikianii DSM 12462,14.0,16.0,,,1.142857143,2165150,2321,2522572193,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus antranikianii,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
1132,Thermus igniterrae ATCC 700962,13.0,15.0,,,1.153846154,2227675,2379,2515154172,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus igniterrae,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
1133,Thermus islandicus DSM 21543,14.0,16.0,,,1.142857143,2263010,2470,2524614852,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus islandicus,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
1134,Thermus oshimai DSM 12092,15.0,17.0,,,1.133333333,2260954,2409,2515154080,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus oshimai,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
1135,Thermus scotoductus DSM 8553,10.0,11.0,,,1.1,2072537,2305,2518645614,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus scotoductus,Environmental,Aquatic,Drinking water,Freshwater,,Aquatic
1136,Thiobacillus denitrificans DSM 12475,33.0,45.0,5.0,15.15151515,1.363636364,3609948,3651,2515154078,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans,Engineered,Wastewater,Unclassified,Unclassified,,"Aquatic, Fresh water, Marine, Mud, Sediment, Sewage, Wastewater"
1137,Thiobacillus thioparus DSM 505,35.0,49.0,4.0,11.42857143,1.4,3201518,3196,2515154076,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus thioparus,Engineered,Wastewater,Unclassified,Unclassified,,"Aquatic, Wastewater"
1138,Thiofilum flexile DSM 14609,21.0,24.0,3.0,14.28571429,1.142857143,3787626,3589,2515154111,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiofilaceae,Thiofilum,Thiofilum flexile,Engineered,Wastewater,Unclassified,Unclassified,,"Sludge, Wastewater treatment plant"
1139,Thiolinea disciformis DSM 14473,29.0,31.0,8.0,27.586206899999997,1.068965517,3923954,3869,2515154021,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiolinaceae,Thiolinea,Thiolinea disciformis,Engineered,Wastewater,Unclassified,Unclassified,,"Sludge, Wastewater treatment plant"
1140,Thiothrix lacustris DSM 21227,42.0,32.0,18.0,42.85714286,0.761904762,3718676,3643,2556921650,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix lacustris,Environmental,Aquatic,Lentic,Freshwater,,"Aquatic, Lake"
1141,"Thiothrix nivea JP2, DSM 5205",56.0,48.0,25.0,44.64285714,0.857142857,4691711,4594,2506520049,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,Environmental,Aquatic,Groundwater,Freshwater,,"Aquatic, Fresh water"
1142,Tolypothrix bouteillei Iicb1,265.0,161.0,102.0,38.49056604,0.60754717,11572263,9623,2617271247,Bacteria,Draft,Tolypothrix bouteillei Iicb1 Genome sequencing,Indian Institute of Chemical Biology,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix bouteillei,,,,,,
1143,Tolypothrix campylonemoides VB511288,114.0,93.0,47.0,41.22807018,0.815789474,10627177,9413,2636415724,Bacteria,Draft,Tolypothrix campylonemoides VB511288 Genome sequencing,Indian Institute of Chemical Biology,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix campylonemoides,,,,,,
1146,"Treponema brennaborense DD5/3, DSM 12168",24.0,27.0,2.0,8.333333332999999,1.125,3055580,2648,650716100,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema brennaborense,Host-associated,Animal,Unclassified,Skin,,"Bovine, Host"
1147,Treponema caldarium DSM 7334,51.0,45.0,6.0,11.76470588,0.882352941,3239340,2928,2505679006,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema caldarium,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Host, Hot spring, Human oral cavity"
1148,"Treponema saccharophilum PB, DSM 2985",17.0,16.0,4.0,23.52941176,0.9411764709999999,3449536,2923,2509276055,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema saccharophilum,Host-associated,Mammals,Foregut,Digestive system,,"Bovine, Host"
1149,"Treponema succinifaciens 6091, DSM 2489",16.0,18.0,3.0,18.75,1.125,2897425,2786,2504557012,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema succinifaciens,Host-associated,Animal,Unclassified,Digestive system,,"Host, Pig"
1150,Trichormus variabilis ATCC 29413,131.0,74.0,55.0,41.98473282,0.564885496,7105752,5772,646564504,Bacteria,Finished,Trichormus variabilis ATCC 29413,DOE Joint Genome Institute (JGI),Cyanobacteria,unclassified,Nostocales,Nostocaceae,Trichormus,Trichormus variabilis,Engineered,Wastewater,Unclassified,Unclassified,,"Aquatic, Fresh water, Ponds, Soil"
1151,"Truepera radiovictrix RQ-24, DSM 17093",15.0,15.0,,,1.0,3260398,3046,646564586,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,Truepera radiovictrix,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Fresh water, Hot spring"
1152,"Tsukamurella paurometabola 33, DSM 20162",29.0,30.0,,,1.034482759,4479724,4391,646564587,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella paurometabola,Host-associated,Insecta,Unclassified,Unclassified,,"Host, Insect"
1153,Tuberibacillus calidus DSM 17572,20.0,20.0,,,1.0,3244367,3306,2524614856,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Tuberibacillus,Tuberibacillus calidus,Engineered,Solid waste,Unclassified,Composting,,Compost
1154,"Turneriella parva H, DSM 21527",40.0,34.0,15.0,37.5,0.85,4409302,4214,2506520013,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Spirochaetes,Spirochaetia,unclassified,Leptospiraceae,Turneriella,Turneriella parva,Engineered,Lab enrichment,Unclassified,Unclassified,,Lab enrichment
1155,Uliginosibacterium gangwonense DSM 18521,78.0,85.0,16.0,20.51282051,1.08974359,5023747,4717,2515154161,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Uliginosibacterium,Uliginosibacterium gangwonense,Environmental,Aquatic,Wetlands,Freshwater,,Wetland
1156,Varibaculum cambriense DSM 15806,9.0,10.0,,,1.111111111,2022936,1778,2524614732,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum cambriense,Host-associated,Human,Unclassified,Skin,,"Host, Human"
1157,Veillonella magna DSM 19857,5.0,5.0,,,1.0,2203313,2046,2523231015,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella magna,Host-associated,Mammals,Unclassified,Unclassified,,"Host, Pig"
1158,Veillonella montpellierensis DSM 17217,3.0,2.0,,,0.666666667,1876350,1677,2526164510,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella montpellierensis,Host-associated,Human,Unclassified,Unclassified,,"Host, Human"
1159,"Veillonella parvula Te3, DSM 2008",5.0,3.0,,,0.6,2132142,1923,646311965,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,Host-associated,Animal,Unclassified,Digestive system,,Host
1160,Vibrio albensis ATCC 14547,42.0,47.0,11.0,26.19047619,1.119047619,3931204,3624,2545555863,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio albensis,Host-associated,Fish,Unclassified,Unclassified,,"Aquatic, Host"
1161,Vibrio cholerae ATCC 14035,45.0,51.0,12.0,26.66666667,1.133333333,4026422,3748,2556921658,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,Host-associated,Human,Large intestine,Digestive system,,"Host, Human"
1162,Vibrio cincinnatiensis DSM 19608,28.0,36.0,8.0,28.57142857,1.285714286,3665830,3380,2568526007,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cincinnatiensis,Host-associated,Human,Unclassified,Unclassified,,"Host, Human"
1163,Vibrio litoralis DSM 17657,19.0,20.0,4.0,21.05263158,1.052631579,3825715,3590,2524614821,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio litoralis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water"
1164,Vibrio pacinii DSM 19139,44.0,43.0,19.0,43.18181818,0.977272727,4306556,3965,2565956518,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio pacinii,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine"
1165,Vibrio rhizosphaerae DSM 18581,42.0,41.0,13.0,30.95238095,0.976190476,4468993,3954,2565956521,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio rhizosphaerae,Host-associated,Plants,Unclassified,Rhizoplane,,"Rhizosphere, Soil"
1166,Vitreoscilla stercoraria DSM 513,9.0,9.0,,,1.0,2581302,2610,2521172651,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,Vitreoscilla stercoraria,Host-associated,Animal,Fecal,Digestive system,,"Bovine, Host"
1167,"Weeksella virosa 9751, DSM 16922",6.0,5.0,,,0.833333333,2272954,2125,650377986,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Weeksella,Weeksella virosa,Host-associated,Human,Urethra,Excretory system,,"Host, Human"
1168,Weissella halotolerans DSM 20190,6.0,5.0,,,0.833333333,1360403,1391,2522572202,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella halotolerans,Engineered,Food production,Unclassified,Unclassified,,Meat food product
1169,Wenxinia marina DSM 24838,33.0,28.0,2.0,6.0606060610000005,0.848484848,4175892,4104,2515154190,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Wenxinia,Wenxinia marina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Oil fields, Sediment"
1170,Wohlfahrtiimonas chitiniclastica DSM 18708,10.0,11.0,1.0,10.0,1.1,1992750,1912,2517487021,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Wohlfahrtiimonas,Wohlfahrtiimonas chitiniclastica,Host-associated,Insecta,Unclassified,Unclassified,,"Host, Insect"
1171,Woodsholea maritima DSM 17123,34.0,40.0,7.0,20.58823529,1.176470588,3105947,2958,2522125070,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Woodsholea,Woodsholea maritima,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Estuaries"
1172,Xanthomonas oryzae ATCC 35933,49.0,50.0,14.0,28.57142857,1.020408163,4285634,4132,2528768237,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas oryzae,Environmental,Terrestrial,Unclassified,Agricultural field,,"Plants, Rice paddies"
1173,"Xylanimonas cellulosilytica XIL07, DSM 15894",29.0,28.0,1.0,3.448275862,0.9655172409999999,3831380,3549,646311968,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Xylanimonas,Xylanimonas cellulosilytica,Host-associated,Plants,Unclassified,Unclassified,,"Plants, Wood"
1174,Xylella fastidiosa multiplex ATCC 35871,14.0,18.0,5.0,35.71428571,1.285714286,2416255,2375,2524614868,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xylella,Xylella fastidiosa,Host-associated,Plants,Unclassified,Unclassified,,"Fruits, Plants"
1175,Yaniella halotolerans DSM 15476,11.0,14.0,,,1.2727272729999999,2775456,2633,2524614768,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Yaniella,Yaniella halotolerans,Environmental,Terrestrial,Unclassified,Soil,,"Saline soil, Soil"
1176,Zimmermannella faecalis ATCC 13722,16.0,17.0,,,1.0625,2847348,2689,2521172760,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Pseudoclavibacter,Pseudoclavibacter faecalis,Engineered,Solid waste,Unclassified,Solid animal waste,,"Bovine, Host"
1177,Zooshikella ganghwensis DSM 15267,48.0,51.0,17.0,35.41666667,1.0625,5798664,5387,2524614643,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Zooshikella,Zooshikella ganghwensis,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sediment"
1178,Zymobacter palmae DSM 10491,12.0,12.0,1.0,8.333333332999999,1.0,2978563,2699,2556921094,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Zymobacter,Zymobacter palmae,Host-associated,Plants,Unclassified,Unclassified,,Plants
1179,candidatus Synechococcus spongiarum SH4,5.0,6.0,,,1.2,1658709,1902,2568526428,Bacteria,Permanent Draft,candidatus Synechococcus spongiarum SH4,The Hong Kong University of Science and Technology,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Candidatus Synechococcus spongiarum,,,,,,
1180,Prochlorococcus sp. scB241_526B19 BATS 243 60M,,3.0,,,,400848,470,2671180704,Bacteria,Draft,Uncultured Prochlorococcus sp. single-cell Genome sequencing on B241 Sample collection,Massachusetts Institute of Technology,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. scB241_526B19,,,,,,
